"Date","Loss"
1980-01-03,1.683748
1980-01-04,2.093704
1980-01-05,1.732581
1980-01-07,1.779754
1980-01-07,4.612006
1980-01-10,8.725274
1980-01-10,7.898975
1980-01-16,2.208045
1980-01-16,1.486091
1980-01-19,2.796171
1980-01-21,7.320644
1980-01-21,3.367496
1980-01-24,1.464129
1980-01-25,1.722223
1980-01-26,11.374817
1980-01-26,2.482739
1980-01-28,26.214641
1980-02-03,2.00243
1980-02-05,4.530015
1980-02-07,1.841753
1980-02-10,3.806735
1980-02-13,14.122076
1980-02-16,5.424253
1980-02-19,11.713031
1980-02-20,1.515373
1980-02-21,2.538589
1980-02-22,2.04978
1980-02-23,12.465593
1980-02-25,1.735445
1980-02-27,1.683748
1980-03-07,3.323852
1980-03-13,1.821025
1980-03-13,2.415813
1980-03-13,1.464129
1980-03-17,5.875902
1980-03-20,1.792439
1980-03-21,3.338214
1980-03-22,1.584488
1980-03-26,1.931321
1980-04-06,2.04978
1980-04-10,1.573758
1980-04-11,1.756955
1980-04-14,4.931186
1980-04-15,5.417277
1980-04-16,1.537335
1980-04-25,17.569546
1980-04-25,1.691123
1980-04-26,1.581612
1980-05-01,1.467116
1980-05-01,2.04978
1980-05-02,1.928712
1980-05-02,3.263154
1980-05-04,1.704246
1980-05-07,2.074608
1980-05-09,3.29429
1980-05-10,1.839975
1980-05-16,7.320644
1980-05-18,7.320644
1980-05-20,1.576215
1980-05-20,4.856098
1980-05-21,1.542275
1980-05-26,13.620791
1980-05-29,1.756955
1980-05-29,1.639824
1980-06-02,2.036378
1980-06-03,21.961933
1980-06-11,1.799026
1980-06-12,2.452416
1980-06-15,2.669107
1980-06-15,2.024146
1980-06-16,1.724744
1980-06-17,1.643864
1980-06-21,1.961933
1980-06-30,4.626647
1980-07-02,1.464129
1980-07-04,3.96325
1980-07-04,5.563852
1980-07-07,4.392387
1980-07-10,3.640313
1980-07-12,1.677892
1980-07-14,1.449488
1980-07-15,263.250366
1980-07-25,2.500732
1980-07-26,1.825769
1980-07-26,9.88287
1980-07-28,2.146618
1980-07-29,2.870259
1980-08-07,6.319914
1980-08-08,2.123461
1980-08-08,2.923865
1980-08-11,2.036376
1980-08-18,1.736457
1980-08-18,2.04978
1980-08-20,1.903367
1980-08-21,1.610542
1980-08-23,1.717423
1980-08-23,3.129438
1980-08-27,2.051958
1980-08-28,1.967518
1980-08-28,2.102489
1980-08-28,3.259151
1980-08-30,1.998536
1980-08-30,5.417277
1980-09-02,2.819836
1980-09-04,3.697083
1980-09-05,2.045388
1980-09-05,2.679356
1980-09-08,3.426224
1980-09-11,1.58858
1980-09-12,4.262871
1980-09-12,1.755859
1980-09-14,1.987006
1980-09-15,1.661925
1980-09-15,7.61347
1980-09-15,1.794878
1980-09-15,6.674817
1980-09-25,2.185944
1980-09-28,3.855051
1980-09-30,3.221083
1980-10-01,2.122987
1980-10-01,1.760291
1980-10-06,2.041653
1980-10-07,3.755939
1980-10-07,2.242111
1980-10-08,1.721113
1980-10-09,1.464129
1980-10-12,4.711892
1980-10-14,2.153824
1980-10-16,3.874813
1980-10-17,19.070278
1980-10-20,1.887262
1980-10-23,1.464129
1980-10-24,1.536164
1980-10-25,2.560066
1980-10-27,2.799707
1980-10-29,2.013177
1980-10-30,1.464129
1980-11-05,6.325037
1980-11-07,1.5673
1980-11-09,2.196193
1980-11-10,2.335286
1980-11-13,2.115666
1980-11-14,1.469545
1980-11-18,5.402635
1980-11-18,5.314788
1980-11-19,2.872621
1980-11-20,2.781845
1980-11-25,2.576821
1980-12-06,3.101025
1980-12-07,1.464129
1980-12-08,2.04978
1980-12-09,1.961933
1980-12-09,1.464129
1980-12-09,2.635432
1980-12-10,1.464129
1980-12-10,5.856515
1980-12-12,3.29429
1980-12-14,2.520857
1980-12-17,19.472914
1980-12-17,1.835463
1980-12-19,2.04978
1980-12-23,2.783309
1980-12-25,2.781845
1980-12-26,1.756955
1980-12-27,2.84041
1980-12-31,2.330893
1981-01-01,1.756225
1981-01-01,1.314548
1981-01-01,2.403971
1981-01-03,6.91563
1981-01-07,1.491877
1981-01-17,1.532396
1981-01-23,1.873861
1981-01-26,1.815203
1981-01-31,8.256881
1981-02-02,1.410204
1981-02-07,2.206625
1981-02-10,34.141547
1981-02-10,2.443311
1981-02-13,3.59437
1981-02-13,2.372215
1981-02-15,3.669725
1981-02-17,6.888453
1981-02-19,1.802097
1981-02-19,1.441678
1981-02-23,9.174312
1981-02-27,2.096986
1981-03-01,2.814548
1981-03-01,1.684903
1981-03-04,2.099607
1981-03-09,2.621232
1981-03-10,1.376147
1981-03-12,1.664482
1981-03-13,2.359109
1981-03-16,4.136488
1981-03-19,1.394396
1981-03-23,1.802097
1981-03-24,1.819135
1981-03-24,1.513761
1981-03-27,3.080773
1981-04-01,20.969856
1981-04-10,4.193971
1981-04-13,1.861644
1981-04-18,2.496723
1981-04-20,2.213781
1981-04-20,5.242464
1981-04-22,1.322254
1981-04-23,8.551769
1981-04-24,1.965924
1981-04-25,12.895151
1981-04-26,1.788991
1981-04-26,2.176827
1981-04-27,8.777628
1981-04-27,1.815203
1981-04-29,1.68314
1981-04-29,3.643512
1981-05-02,1.613368
1981-05-03,1.46789
1981-05-05,1.405604
1981-05-06,3.120803
1981-05-11,1.598181
1981-05-13,3.800786
1981-05-14,1.510089
1981-05-16,1.572739
1981-05-16,1.830052
1981-05-21,2.621232
1981-05-21,2.806481
1981-05-23,1.357798
1981-05-24,1.618611
1981-05-25,1.965924
1981-05-28,3.02228
1981-05-29,56.225426
1981-05-31,4.980341
1981-06-02,1.987163
1981-06-14,1.965924
1981-06-16,2.711292
1981-06-17,1.900393
1981-06-18,1.72346
1981-06-18,1.572739
1981-06-19,1.703801
1981-06-19,3.019659
1981-06-21,1.834862
1981-06-24,1.419397
1981-06-29,4.390564
1981-06-30,7.863696
1981-07-01,1.572739
1981-07-01,1.336613
1981-07-05,1.703801
1981-07-07,2.635623
1981-07-10,1.864718
1981-07-11,1.457755
1981-07-11,7.558322
1981-07-12,2.031397
1981-07-20,1.349934
1981-07-26,1.474862
1981-07-28,5.111402
1981-07-30,5.242464
1981-07-31,1.441678
1981-08-04,3.936139
1981-08-05,4.06291
1981-08-11,1.376147
1981-08-19,1.684142
1981-08-19,1.44062
1981-08-25,1.364549
1981-08-25,1.572739
1981-08-27,2.185422
1981-08-27,3.281346
1981-08-27,1.363101
1981-08-28,2.123198
1981-08-28,2.634338
1981-08-28,2.098296
1981-08-29,3.434353
1981-09-01,1.478796
1981-09-02,2.621232
1981-09-03,3.001311
1981-09-04,1.429734
1981-09-06,10.222805
1981-09-09,2.579396
1981-09-09,1.755359
1981-09-10,1.473405
1981-09-11,1.952818
1981-09-14,1.779869
1981-09-15,1.986862
1981-09-16,1.939712
1981-09-17,1.6759
1981-09-17,1.572739
1981-09-19,2.524902
1981-09-19,14.678899
1981-09-20,3.034076
1981-09-21,1.97903
1981-09-22,5.937759
1981-09-26,1.441678
1981-09-29,2.621232
1981-10-01,2.038008
1981-10-03,3.754915
1981-10-07,2.437746
1981-10-07,1.702031
1981-10-11,7.10987
1981-10-15,2.019659
1981-10-17,1.85049
1981-10-18,1.41595
1981-10-22,7.693316
1981-10-25,3.014417
1981-10-27,2.359109
1981-10-28,1.592316
1981-11-01,1.389253
1981-11-01,1.332969
1981-11-03,1.423329
1981-11-03,2.977571
1981-11-05,1.387355
1981-11-05,1.40498
1981-11-08,2.621232
1981-11-13,4.279161
1981-11-15,1.605505
1981-11-16,2.011796
1981-11-17,2.267366
1981-11-17,1.46465
1981-11-19,3.374066
1981-11-22,1.490799
1981-11-24,2.096986
1981-11-25,1.570166
1981-11-25,1.376147
1981-12-01,3.145478
1981-12-07,8.453735
1981-12-10,3.033283
1981-12-13,2.06422
1981-12-14,6.422018
1981-12-14,1.898788
1981-12-18,1.49017
1981-12-21,50.065531
1981-12-21,1.559633
1981-12-22,1.965924
1981-12-28,1.800052
1981-12-29,2.42464
1981-12-29,1.310616
1981-12-31,1.612058
1982-01-06,4.221165
1982-01-08,1.260404
1982-01-08,1.403693
1982-01-09,1.297265
1982-01-13,1.927492
1982-01-13,1.915458
1982-01-14,1.207452
1982-01-17,5.698583
1982-01-21,1.902497
1982-01-22,1.189134
1982-01-22,10.178024
1982-01-22,1.60208
1982-01-24,4.161712
1982-01-28,2.36305
1982-01-29,1.965044
1982-02-01,1.945982
1982-02-01,2.853746
1982-02-03,1.20244
1982-02-04,10.820452
1982-02-04,1.588763
1982-02-04,2.09635
1982-02-05,5.469679
1982-02-07,1.892985
1982-02-08,2.033294
1982-02-09,1.605232
1982-02-16,1.403092
1982-02-22,1.195006
1982-02-25,3.246136
1982-02-27,1.263122
1982-02-27,2.972652
1982-02-28,1.20495
1982-02-28,1.881273
1982-02-28,1.783591
1982-03-07,3.9239
1982-03-07,1.902497
1982-03-10,1.664685
1982-03-10,4.452825
1982-03-19,1.323621
1982-03-20,1.605232
1982-03-22,24.970273
1982-03-25,2.734839
1982-03-29,1.783591
1982-04-05,1.810939
1982-04-05,2.11415
1982-04-11,1.391201
1982-04-12,1.346017
1982-04-12,1.507384
1982-04-14,1.940488
1982-04-14,2.569798
1982-04-18,1.580766
1982-04-18,1.487515
1982-04-20,1.521998
1982-04-21,1.690844
1982-04-22,1.783591
1982-04-24,1.258866
1982-04-24,1.573748
1982-04-24,1.467301
1982-04-25,2.713705
1982-04-25,2.736029
1982-04-27,1.456599
1982-04-28,2.137432
1982-04-28,2.47909
1982-05-01,2.378121
1982-05-01,4.637337
1982-05-02,1.189061
1982-05-03,1.545779
1982-05-08,2.342449
1982-05-12,2.337693
1982-05-16,1.397146
1982-05-23,4.221165
1982-05-31,1.639952
1982-06-03,1.218787
1982-06-06,3.686088
1982-06-07,2.497027
1982-06-08,2.497027
1982-06-10,5.231867
1982-06-10,1.307967
1982-06-11,1.268125
1982-06-16,2.165279
1982-06-17,4.640193
1982-06-17,2.972652
1982-06-22,1.664685
1982-06-24,1.189061
1982-06-27,11.890606
1982-07-01,2.865636
1982-07-01,1.244367
1982-07-03,1.724138
1982-07-11,5.6956
1982-07-14,1.35957
1982-07-14,7.074911
1982-07-15,1.403476
1982-07-15,1.402419
1982-07-19,1.319857
1982-07-21,4.320589
1982-07-24,1.843044
1982-07-24,1.414982
1982-07-26,1.486326
1982-07-27,4.946032
1982-07-28,1.913199
1982-07-29,20.049941
1982-07-29,1.436508
1982-07-31,5.507729
1982-08-01,3.210464
1982-08-02,1.399328
1982-08-04,5.001735
1982-08-04,3.448276
1982-08-05,3.55648
1982-08-05,1.357568
1982-08-06,2.131511
1982-08-06,1.841886
1982-08-07,1.426873
1982-08-09,2.417598
1982-08-11,1.252155
1982-08-12,1.899703
1982-08-13,1.559183
1982-08-20,1.249253
1982-08-21,1.903241
1982-08-23,1.605232
1982-08-24,2.229659
1982-08-27,1.212842
1982-08-30,3.448276
1982-09-03,1.243268
1982-09-06,1.674931
1982-09-08,1.353151
1982-09-10,1.787545
1982-09-10,2.036861
1982-09-13,1.973841
1982-09-14,1.640904
1982-09-18,2.909932
1982-09-18,2.550958
1982-09-19,1.807372
1982-09-20,4.002578
1982-09-22,1.426873
1982-09-28,2.343112
1982-09-30,1.388823
1982-10-01,4.173603
1982-10-03,1.278537
1982-10-04,3.558859
1982-10-06,1.20015
1982-10-16,1.551234
1982-10-24,1.69962
1982-10-24,65.707491
1982-10-27,27.262595
1982-10-27,15.926278
1982-10-31,1.279497
1982-11-01,3.098441
1982-11-06,2.946962
1982-11-07,1.224732
1982-11-08,1.664685
1982-11-09,1.319602
1982-11-11,1.516599
1982-11-11,1.273231
1982-11-11,1.664685
1982-11-13,1.307967
1982-11-15,5.469679
1982-11-20,1.248514
1982-11-21,1.986825
1982-11-22,1.426873
1982-11-23,1.426873
1982-11-23,2.16409
1982-11-24,2.140309
1982-11-25,1.307967
1982-11-25,1.498384
1982-11-27,1.688466
1982-12-01,1.839949
1982-12-02,4.375743
1982-12-02,1.786692
1982-12-07,1.655944
1982-12-09,1.189061
1982-12-10,3.85076
1982-12-10,4.161712
1982-12-20,2.140309
1982-12-20,2.140309
1982-12-20,2.615933
1982-12-23,4.161712
1982-12-24,22.258226
1982-12-25,2.259215
1982-12-25,4.280618
1982-12-25,1.306247
1982-12-27,5.588585
1982-12-31,2.794293
1983-01-03,1.441602
1983-01-03,1.349646
1983-01-07,1.565072
1983-01-09,1.112347
1983-01-10,2.810164
1983-01-15,1.783453
1983-01-18,2.128699
1983-01-19,4.349277
1983-01-23,2.71079
1983-01-24,1.134594
1983-01-25,2.623686
1983-01-30,2.393771
1983-02-03,6.234705
1983-02-08,1.378198
1983-02-09,1.216908
1983-02-11,1.163515
1983-02-12,2.459407
1983-02-14,4.727475
1983-02-14,1.557286
1983-02-17,1.307008
1983-02-18,3.143493
1983-02-20,1.197108
1983-02-21,1.167964
1983-02-24,1.112347
1983-03-18,1.779755
1983-03-21,1.647403
1983-03-21,1.723692
1983-03-22,5.561735
1983-03-23,1.334816
1983-03-24,1.446051
1983-03-28,1.334816
1983-04-01,1.590656
1983-04-05,1.112347
1983-04-06,3.032436
1983-04-10,3.786429
1983-04-11,2.224694
1983-04-12,2.447164
1983-04-15,10.011123
1983-04-17,1.163547
1983-04-18,1.112347
1983-04-18,3.152863
1983-04-20,3.726363
1983-04-21,4.449388
1983-04-21,2.281264
1983-04-24,3.559511
1983-05-04,4.449388
1983-05-10,1.209121
1983-05-13,1.156841
1983-05-14,2.224694
1983-05-17,1.240267
1983-05-18,1.159256
1983-05-24,1.668521
1983-05-27,3.337041
1983-05-29,10.072303
1983-06-06,2.141268
1983-06-07,1.474972
1983-06-10,1.112347
1983-06-10,1.689655
1983-06-17,1.668521
1983-06-19,1.617353
1983-06-22,1.112347
1983-06-23,2.169077
1983-06-24,1.493882
1983-06-29,1.408231
1983-07-01,2.502781
1983-07-03,2.258065
1983-07-03,3.726363
1983-07-04,1.8937
1983-07-04,1.704116
1983-07-07,2.342854
1983-07-08,1.946607
1983-07-12,1.279199
1983-07-15,1.510696
1983-07-17,2.447164
1983-07-18,3.675195
1983-07-19,2.378241
1983-07-20,1.774194
1983-07-20,1.515128
1983-07-25,2.234705
1983-07-25,1.816463
1983-08-02,3.448276
1983-08-05,4.671858
1983-08-09,1.156841
1983-08-16,1.223582
1983-08-16,4.07893
1983-08-17,1.192436
1983-08-22,1.204093
1983-08-22,2.558398
1983-08-22,1.618465
1983-08-23,1.822024
1983-08-25,1.610564
1983-08-25,1.860957
1983-08-25,7.99207
1983-08-28,1.785317
1983-08-30,4.894327
1983-08-31,2.520578
1983-08-31,1.394883
1983-08-31,1.390434
1983-09-01,1.297179
1983-09-01,3.670745
1983-09-03,3.876529
1983-09-03,3.587319
1983-09-04,1.437954
1983-09-05,1.175275
1983-09-08,1.501669
1983-09-09,1.506003
1983-09-13,5.925473
1983-09-16,12.631813
1983-09-16,3.061179
1983-09-17,1.43604
1983-09-18,2.279199
1983-09-18,1.491766
1983-09-19,6.916554
1983-09-21,1.604229
1983-09-25,1.668521
1983-09-25,1.157211
1983-09-27,1.320356
1983-09-29,3.448276
1983-10-01,1.975762
1983-10-02,1.856507
1983-10-03,2.002225
1983-10-03,5.300504
1983-10-05,4.004449
1983-10-06,1.124468
1983-10-07,1.546495
1983-10-11,2.558398
1983-10-20,1.479166
1983-10-22,1.259399
1983-10-22,3.197998
1983-10-24,3.114572
1983-10-27,1.31257
1983-11-01,5.67297
1983-11-13,13.348165
1983-11-15,11.431591
1983-11-16,4.259177
1983-11-23,3.366826
1983-11-25,1.112347
1983-11-26,1.112347
1983-11-28,1.446051
1983-11-30,2.073115
1983-12-07,1.223582
1983-12-15,1.612903
1983-12-17,1.319244
1983-12-19,1.129032
1983-12-20,2.335929
1983-12-23,1.724138
1983-12-24,11.123471
1983-12-25,1.668521
1983-12-25,1.557286
1983-12-27,1.557286
1983-12-27,1.933311
1983-12-27,1.724138
1983-12-30,1.501669
1984-01-01,2.207435
1984-01-01,1.04712
1984-01-02,1.425361
1984-01-04,1.361257
1984-01-07,9.314136
1984-01-08,1.64489
1984-01-09,2.617801
1984-01-10,2.541112
1984-01-14,1.570681
1984-01-15,1.256545
1984-01-31,1.458639
1984-02-06,1.04712
1984-02-07,2.231414
1984-02-07,2.198953
1984-02-16,5.026178
1984-02-25,2.408377
1984-02-28,1.652178
1984-02-29,1.151832
1984-03-06,1.319684
1984-03-06,2.701571
1984-03-06,2.544503
1984-03-07,2.356021
1984-03-07,1.256545
1984-03-08,1.675393
1984-03-09,1.361257
1984-03-12,3.874346
1984-03-15,1.769634
1984-03-17,1.118325
1984-03-17,2.209424
1984-03-19,1.098429
1984-03-25,1.151832
1984-03-27,2.96375
1984-03-28,11.623037
1984-03-28,14.293194
1984-04-03,1.287958
1984-04-07,1.465969
1984-04-14,13.623037
1984-04-19,1.129843
1984-04-19,2.403141
1984-04-22,5.445026
1984-04-25,1.046911
1984-04-26,1.059162
1984-04-26,2.094241
1984-04-26,1.855497
1984-04-27,1.570681
1984-04-27,1.937173
1984-04-30,2.203141
1984-05-02,2.460733
1984-05-12,1.427617
1984-05-12,1.735079
1984-05-13,4.08377
1984-05-14,2.157068
1984-05-19,1.465969
1984-05-20,1.168586
1984-05-20,1.225131
1984-05-29,1.151832
1984-06-01,3.769634
1984-06-01,1.095052
1984-06-04,1.204188
1984-06-07,2.617801
1984-06-08,1.871204
1984-06-08,4.397906
1984-06-08,4.60733
1984-06-11,18.646484
1984-06-14,1.04712
1984-06-18,1.04712
1984-06-19,1.04712
1984-06-19,15.811518
1984-06-22,1.989529
1984-06-24,1.04712
1984-06-24,1.256545
1984-07-01,1.151832
1984-07-05,1.073298
1984-07-09,1.194421
1984-07-12,1.064361
1984-07-12,1.384293
1984-07-12,1.13089
1984-07-15,1.151832
1984-07-17,1.793717
1984-07-20,1.141361
1984-07-23,1.632906
1984-07-27,2.643979
1984-08-01,1.286896
1984-08-01,4.450262
1984-08-01,1.236649
1984-08-02,1.959162
1984-08-04,1.19105
1984-08-05,1.314434
1984-08-07,1.989529
1984-08-09,1.649571
1984-08-10,2.722513
1984-08-11,1.132421
1984-08-16,1.780105
1984-08-17,1.60733
1984-08-20,1.204188
1984-08-20,1.073298
1984-08-20,1.099476
1984-08-21,1.406283
1984-08-21,1.965445
1984-08-26,3.363191
1984-08-28,1.570681
1984-08-28,1.256545
1984-08-29,2.762441
1984-08-31,1.066486
1984-08-31,1.377951
1984-09-02,1.300253
1984-09-04,1.319372
1984-09-05,3.403141
1984-09-09,1.361257
1984-09-09,1.17801
1984-09-10,4.293194
1984-09-11,4.808377
1984-09-11,1.099476
1984-09-14,2.219895
1984-09-15,2.617801
1984-09-18,1.434496
1984-09-23,1.04712
1984-09-26,2.513089
1984-09-26,1.62146
1984-09-28,19.162304
1984-09-30,1.570681
1984-10-01,2.303665
1984-10-03,1.845555
1984-10-04,1.04712
1984-10-04,1.989529
1984-10-06,2.827225
1984-10-08,1.256545
1984-10-09,3.979058
1984-10-10,1.361257
1984-10-10,1.633508
1984-10-24,18.848168
1984-10-28,1.125654
1984-10-29,5.305578
1984-11-01,1.727749
1984-11-02,1.165342
1984-11-04,1.151832
1984-11-05,1.256545
1984-11-07,3.568586
1984-11-07,7.235602
1984-11-07,1.570681
1984-11-10,7.643979
1984-11-13,2.122003
1984-11-14,2.931937
1984-11-15,1.287958
1984-11-17,1.068007
1984-11-17,1.275615
1984-11-23,1.623037
1984-11-23,2.670157
1984-12-02,1.256545
1984-12-03,1.103048
1984-12-03,1.204188
1984-12-08,1.151832
1984-12-08,1.884817
1984-12-10,7.539267
1984-12-11,1.099476
1984-12-12,1.570681
1984-12-13,2.670157
1984-12-17,1.151832
1984-12-19,3.874346
1984-12-22,5.026178
1984-12-28,1.780105
1984-12-29,4.764398
1984-12-31,1.151832
1985-01-01,1.5
1985-01-03,1.251
1985-01-04,1.03
1985-01-05,1.05
1985-01-05,1.9
1985-01-05,1.1
1985-01-06,1.88175
1985-01-07,1.007
1985-01-07,1.63
1985-01-07,1.025
1985-01-08,1.007274
1985-01-08,3.5
1985-01-10,2.9
1985-01-11,2.463137
1985-01-11,4.625
1985-01-11,1.03
1985-01-11,1.4
1985-01-12,1.077075
1985-01-12,1.32
1985-01-13,2.6
1985-01-13,1.08
1985-01-14,1.517
1985-01-16,1.07
1985-01-17,2.256823
1985-01-20,1.788413
1985-01-22,1.278896
1985-01-24,4.609074
1985-01-25,3.183
1985-01-28,1.2
1985-01-28,2.743
1985-01-30,3
1985-01-31,1.008938
1985-02-08,1.004084
1985-02-10,1.85
1985-02-11,1.520994
1985-02-11,1.250089
1985-02-11,1
1985-02-12,1.956
1985-02-14,1.05
1985-02-15,2.779
1985-02-16,22.137567
1985-02-17,1.445
1985-02-17,1.0051
1985-02-19,1
1985-02-19,1
1985-02-20,16.3
1985-02-20,1.11
1985-02-21,1.475
1985-02-21,1.049873
1985-02-23,1.753542
1985-02-25,6.143355
1985-02-27,1.23
1985-03-03,1.939
1985-03-04,46.5
1985-03-05,1.241472
1985-03-11,3.4
1985-03-12,1
1985-03-17,6.2
1985-03-19,1.966237
1985-03-20,2.17
1985-03-22,1.296
1985-03-23,1.555
1985-03-27,1.15
1985-03-28,1.33
1985-03-28,4.124285
1985-04-11,1.394239
1985-04-12,4.761228
1985-04-14,4.868852
1985-04-19,4
1985-04-21,1.6
1985-04-24,7.085
1985-04-26,1.765054
1985-04-27,6.306654
1985-04-28,1.25
1985-04-28,1.2
1985-04-29,1.226412
1985-04-30,6.563
1985-04-30,4.17
1985-05-02,2.68
1985-05-02,1.075
1985-05-04,1.932957
1985-05-05,1.375
1985-05-06,1.25
1985-05-07,3.38
1985-05-09,1.3801
1985-05-14,2.283
1985-05-15,2.35
1985-05-26,3.15
1985-05-27,3.35
1985-05-28,4
1985-05-28,10.5
1985-05-29,2.89
1985-05-31,5.5
1985-05-31,2.8
1985-06-01,1.26
1985-06-02,1.1
1985-06-06,2.126759
1985-06-10,2.2
1985-06-11,1.07
1985-06-12,9.2
1985-06-13,1.5
1985-06-15,1.65
1985-06-16,12.225
1985-06-18,1.4
1985-06-19,14.239
1985-06-22,1.085
1985-06-22,1.05
1985-06-27,2.65
1985-06-27,2.123
1985-06-28,5.2
1985-06-28,1.825
1985-06-29,1.1
1985-07-02,1
1985-07-02,2.065
1985-07-06,1.2774
1985-07-06,1.195
1985-07-07,1.2
1985-07-07,1.1
1985-07-08,1.4
1985-07-13,1.585
1985-07-15,3.265042
1985-07-15,1.2
1985-07-16,2.433
1985-07-22,1.6
1985-07-28,2
1985-08-02,4.76
1985-08-03,1.165
1985-08-04,1.372
1985-08-06,1.2
1985-08-06,1.65
1985-08-06,1.7
1985-08-07,1.3
1985-08-14,1.1
1985-08-16,1.1
1985-08-19,1.241012
1985-08-19,1.005
1985-08-20,3.282
1985-08-21,1.05
1985-08-23,57.410636
1985-08-24,1.088
1985-08-24,1.118
1985-08-25,2.67
1985-08-28,1.0749
1985-08-30,2.141
1985-08-31,5.85
1985-09-02,14.3
1985-09-04,1.971
1985-09-07,1.7
1985-09-08,6.167
1985-09-11,1.05
1985-09-12,1.156058
1985-09-13,3.58215
1985-09-15,13.5
1985-09-19,1.2015
1985-09-19,1.65
1985-09-23,1.3776
1985-09-24,3.8
1985-09-25,1.3255
1985-09-25,4.05
1985-09-29,6.7
1985-10-02,1.16
1985-10-03,1.5
1985-10-06,1.06
1985-10-10,1.491287
1985-10-11,1.981813
1985-10-12,1.5
1985-10-12,3.21436
1985-10-12,4.1
1985-10-13,1
1985-10-16,10.7
1985-10-17,19.4
1985-10-17,1.605603
1985-10-18,1.132
1985-10-18,2.255
1985-10-19,2.02
1985-10-20,1.231
1985-10-22,4.1
1985-10-25,7.23
1985-10-26,1.85
1985-10-29,1
1985-10-30,2.56
1985-11-05,1.553
1985-11-05,1.7
1985-11-06,1.045472
1985-11-06,1.054
1985-11-10,1
1985-11-13,8.71
1985-11-16,1.5
1985-11-17,1.5
1985-11-18,1.26106
1985-11-19,1.055
1985-11-27,1.282
1985-11-29,1.3
1985-12-03,1.3
1985-12-04,1.422078
1985-12-06,1
1985-12-07,1.2
1985-12-08,1.85
1985-12-10,1.18
1985-12-11,1.043
1985-12-11,1
1985-12-11,1.6
1985-12-11,5.6
1985-12-16,1.8
1985-12-18,2.5
1985-12-20,1.75
1985-12-29,1.45
1986-01-02,1.460945
1986-01-03,1.157184
1986-01-04,1.495757
1986-01-05,5.207329
1986-01-07,3.683703
1986-01-09,1.44648
1986-01-11,1.038658
1986-01-12,1.253616
1986-01-13,1.060752
1986-01-13,1.398264
1986-01-14,1.398264
1986-01-14,2.4108
1986-01-16,1.441851
1986-01-16,1.639344
1986-01-19,1.050627
1986-01-21,1.755063
1986-01-24,4.484089
1986-01-27,1.677917
1986-01-27,1.060752
1986-01-30,1
1986-01-31,3.082932
1986-02-01,1.277724
1986-02-04,1.207329
1986-02-04,1.92864
1986-02-05,1.002893
1986-02-05,1.089682
1986-02-07,1.758129
1986-02-11,1.44648
1986-02-12,1.591128
1986-02-12,1.108968
1986-02-13,1.02311
1986-02-14,2.000964
1986-02-15,1.314311
1986-02-16,2.068467
1986-02-16,3.085824
1986-02-18,6.798457
1986-02-19,1.639344
1986-02-21,1.639344
1986-02-28,1.229508
1986-02-28,1.735776
1986-02-28,2.823417
1986-03-01,2.507232
1986-03-03,1.86674
1986-03-03,4.435873
1986-03-04,1.92864
1986-03-04,1.060752
1986-03-05,1.741466
1986-03-07,3.085824
1986-03-08,12.054002
1986-03-08,1.157184
1986-03-09,2.4108
1986-03-10,1.558341
1986-03-16,1.350048
1986-03-19,3.182257
1986-03-19,1.900663
1986-03-19,2.314368
1986-03-22,3.707811
1986-03-23,3.206365
